,title,overview,popularity,original_language,vote_count,vote_average
7627,Journey to the West: The Demons Strike Back,"Tang Monk brings three disciples on a journey to the West. On the outside, everything seems harmonious. However, tension is present beneath the surface, and their hearts and minds are not in agreement. After a series of demon-capturing events, the monk and his disciples gain mutual understanding of each others' hardships and unease. Finally, they resolve their inner conflict and work together to become an all-conquering, demon-exorcising team.",14.777,zh,81,6.0
7628,The Order,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",12.091,en,307,5.7
7629,Mirror,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",11.34,ru,783,8.0
7630,King Solomon's Mines,"Ever in search of adventure, explorer Allan Quatermain agrees to join the beautiful Jesse Huston on a mission to locate her archaeologist father, who has been abducted for his knowledge of the legendary mines of King Solomon. As the kidnappers, led by sinister German military officer Bockner, journey into the wilds of Africa, Allan and Jesse track the party and must contend with fierce natives and dangerous creatures, among other perils.",11.09,en,343,5.5
7631,Young and Wild,"Daniela, raised in the bosom of a strict Evangelical family and recently unmasked as a fornicator by her shocked parents, struggles to find her own path to spiritual harmony.",14.592,es,127,6.4
7632,The Crush,A precocious and obsessive teenager develops a crush on a naive writer with harrowing consequences.,15.339,en,417,6.5
7633,Mandingo,"Warren Maxwell, the owner of a run-down plantation, pressures his son, Hammond, to marry and produce an heir to inherit the plantation. Hammond settles on his own cousin, Blanche, but purchases a sex slave when he returns from the honeymoon. Meanwhile, Warren buys a new Mandingo slave named Mede to breed and to earn money as a prize-fighter.",15.589,en,102,6.7
7634,Teen Beach 2,"When characters from the movie musical “Wet Side Story” get stuck in the real world, teens Brady and Mack must find a way to return them home.",9.094,en,532,6.7
7635,Tom and Jerry & The Wizard of Oz,"After a deadly storm, Tom and Jerry find themselves stranded on an unknown island ruled by the evil Wizard of Oz. As they try to find their way back home, they worry for their master Dorothy's safety.",13.202,en,87,6.1
7636,Babylon A.D.,A veteran-turned-mercenary is hired to take a young woman with a secret from post-apocalyptic Eastern Europe to New York City.,14.591,en,1798,5.6
7637,Ash Is Purest White,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him.",8.298,zh,256,6.9
7638,Robot Overlords,"Earth has been conquered by robots from another galaxy and the human survivors must stay in their homes, or risk incineration.",16.593,en,232,4.8
7639,"Oh, Ramona!","Oh, Ramona! seeks the transformation of Andrew from a teenager into an adult who lives candidly and selflessly his first love story, innocent and uninvolved, alternating with the second, intense and insane story, incapable of making a choice. Oh, Ramona! is the cinematic rewriting of Andrei Ciobanu's book ""Suge-o, Ramona!"".",11.599,en,368,5.8
7640,Invictus,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",14.34,en,3742,7.2
7641,Who Finds a Friend Finds a Treasure,"Alan gets a map to some war treasure which the Japanese army left behind on a small Pacific island at the end of World War II. But some gangsters try to steal the map from him and so he hides on Charlie's boat which just leaves the harbor. He manipulates the ship's compass so that Charlie is not aware that he is sailing to the treasure island. But when they step on the island, they discover that it is not as abandoned as they believed: there are some natives - and a Japanese soldier still defending the treasure",11.338,it,528,6.8
7642,Madame Evening Glory,"Kizaki kidnaps Yuriko and engages in a rape and torture session with her, which he photographs. With the photos, he blackmails  flower arrangement teacher Yumeji, Yuriko's older sister. Rather than allow him to shame her clan by sending the photos to the media, Yumeji goes to Kizaki. Kizaki then proceeds to rape and torture Yumeji, who was his true desire all along.",7.352,ja,5,4.6
7643,The Classic,"Ji-hae's friend is having problems expressing her feelings to the boy she loves, so she asks Ji-hae to write e-mails to him in her name. As the boy falls in love with her letters, Ji-hae discovers the story of her mother's romance which is remarkably similar to her own circumstances.",12.839,ko,135,7.5
7644,Fanaa,"Zooni Ali Beg is a blind Kashmiri girl who travels without her parents for the first time with a dance troupe to Delhi to perform in a ceremony for independence day. On her journey, she meets Rehan Khan, a casanova and tour guide who flirts with her. Although her friends warn Zooni about him, she cannot resist falling in love with him and he takes her on a private tour of New Delhi. But there is more to Rehan than meets the eye and Zooni will have to make a heartbreaking decision.",10.79,hi,170,6.7
7645,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",11.289,en,2740,6.9
7646,The Russia House,"Barley Scott Blair, a Lisbon-based editor of Russian literature who unexpectedly begins working for British intelligence, is commissioned to investigate the purposes of Dante, a dissident scientist trapped in the decaying Soviet Union that is crumbling under the new open-minded policies.",9.838,en,243,6.2
7647,Un alibi,"A group of friends who have known each other for many years meet at Max and Lucie's house to celebrate Lucie's birthday. When they arrive, the three guests discover Max kneeling in front of the body of his wife who has been murdered. He is sure that the police will charge him because everything accuses him. Convinced of his innocence, his friends decide to give him an alibi. But the investigation tightens around Max...",11.968,fr,11,6.2
7648,Apollo 10½:  A Space Age Childhood,"A man narrates stories of his life as a 10-year-old boy in 1969 Houston, weaving tales of nostalgia with a fantastical account of a journey to the moon.",14.134,en,194,7.1
7649,Zola,"A waitress agrees to accompany an exotic dancer, her put-upon boyfriend, and her mysterious and domineering roommate on a road trip to Florida to seek their fortune at a high-end strip club.",11.603,en,170,6.2
7650,I Origins,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,13.343,en,2940,7.6
7651,The Land Before Time: The Great Valley Adventure,"This time, while building a hideaway in their new home of the Great Valley, Littlefoot and the gang rescue a mysterious egg from two scheming egg-nappers and make a starling surprise - and new friend - when the egg hatches.",17.15,en,499,6.3
7652,Mystery Men,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.",10.838,en,715,5.8
